AirPollutant,AirQualityLevel,FilterStation,Country,TypeOfMeasurementStation,City,datebegin,validity_notation
NO2,64.1,1,Italy,traffic,Firenze,24/02/2017,1
NO2,17.5,1,Italy,traffic,Firenze,25/02/2017,1
NO2,39.0,1,Italy,traffic,Firenze,26/02/2017,1
NO2,61.1,1,Italy,traffic,Firenze,27/02/2017,1
NO2,35.1,1,Italy,traffic,Firenze,28/02/2017,1
NO2,39.8,1,Italy,traffic,Firenze,01/03/2017,1
NO2,42.0,1,Italy,traffic,Firenze,02/03/2017,1
NO2,54.7,1,Italy,traffic,Firenze,03/03/2017,1
NO2,41.5,1,Italy,traffic,Firenze,04/03/2017,1
NO2,21.9,1,Italy,traffic,Firenze,05/03/2017,1
NO2,57.2,1,Italy,traffic,Firenze,08/03/2017,1
NO2,63.4,1,Italy,traffic,Firenze,09/03/2017,1
NO2,59.3,1,Italy,traffic,Firenze,10/03/2017,1
NO2,52.8,1,Italy,traffic,Firenze,11/03/2017,1
NO2,45.9,1,Italy,traffic,Firenze,12/03/2017,1
NO2,44.7,1,Italy,traffic,Firenze,13/03/2017,1
NO2,64.8,1,Italy,traffic,Firenze,14/03/2017,1
NO2,61.5,1,Italy,traffic,Firenze,15/03/2017,1
NO2,59.9,1,Italy,traffic,Firenze,16/03/2017,1
NO2,50.0,1,Italy,traffic,Firenze,17/03/2017,1
NO2,36.7,1,Italy,traffic,Firenze,18/03/2017,1
NO2,37.7,1,Italy,traffic,Firenze,19/03/2017,1
NO2,44.2,1,Italy,traffic,Firenze,20/03/2017,1
NO2,41.6,1,Italy,traffic,Firenze,21/03/2017,1
NO2,27.9,1,Italy,traffic,Firenze,22/03/2017,1
NO2,37.4,1,Italy,traffic,Firenze,23/03/2017,1
NO2,43.7,1,Italy,traffic,Firenze,24/03/2017,1
NO2,34.7,1,Italy,traffic,Firenze,25/03/2017,1
NO2,20.3,1,Italy,traffic,Firenze,26/03/2017,1
NO2,36.3,1,Italy,traffic,Firenze,27/03/2017,1
NO2,58.2,1,Italy,traffic,Firenze,28/03/2017,1
NO2,64.3,1,Italy,traffic,Firenze,29/03/2017,1
NO2,64.6,1,Italy,traffic,Firenze,30/03/2017,1
NO2,54.3,1,Italy,traffic,Firenze,31/03/2017,1
NO2,50.3,1,Italy,traffic,Firenze,01/04/2017,1
NO2,42.0,1,Italy,traffic,Firenze,02/04/2017,1
NO2,51.7,1,Italy,traffic,Firenze,03/04/2017,1
NO2,68.3,1,Italy,traffic,Firenze,04/04/2017,1
NO2,48.6,1,Italy,traffic,Firenze,05/04/2017,1
NO2,50.3,1,Italy,traffic,Firenze,06/04/2017,1
NO2,32.7,1,Italy,traffic,Firenze,09/04/2017,1
NO2,37.1,1,Italy,traffic,Firenze,10/04/2017,1
NO2,43.0,1,Italy,traffic,Firenze,11/04/2017,1
NO2,39.1,1,Italy,traffic,Firenze,12/04/2017,1
NO2,27.3,1,Italy,traffic,Firenze,13/04/2017,1
NO2,34.4,1,Italy,traffic,Firenze,14/04/2017,1
NO2,28.6,1,Italy,traffic,Firenze,15/04/2017,1
NO2,20.2,1,Italy,traffic,Firenze,16/04/2017,1
NO2,19.9,1,Italy,traffic,Firenze,17/04/2017,1
NO2,29.7,1,Italy,traffic,Firenze,22/04/2017,1
NO2,24.6,1,Italy,traffic,Firenze,23/04/2017,1
NO2,29.0,1,Italy,traffic,Firenze,24/04/2017,1
NO2,16.3,1,Italy,traffic,Firenze,25/04/2017,1
NO2,25.6,1,Italy,traffic,Firenze,26/04/2017,1
NO2,27.9,1,Italy,traffic,Firenze,27/04/2017,1
NO2,34.1,1,Italy,traffic,Firenze,28/04/2017,1
NO2,30.4,1,Italy,traffic,Firenze,29/04/2017,1
NO2,27.0,1,Italy,traffic,Firenze,30/04/2017,1
NO2,24.0,1,Italy,traffic,Firenze,01/05/2017,1
NO2,37.0,1,Italy,traffic,Firenze,02/05/2017,1
NO2,38.6,1,Italy,traffic,Firenze,03/05/2017,1
NO2,34.8,1,Italy,traffic,Firenze,04/05/2017,1
NO2,38.8,1,Italy,traffic,Firenze,05/05/2017,1
NO2,49.3,1,Italy,traffic,Firenze,06/05/2017,1
NO2,27.9,1,Italy,traffic,Firenze,07/05/2017,1
NO2,39.8,1,Italy,traffic,Firenze,08/05/2017,1
NO2,36.6,1,Italy,traffic,Firenze,09/05/2017,1
NO2,31.7,1,Italy,traffic,Firenze,10/05/2017,1
NO2,39.7,1,Italy,traffic,Firenze,11/05/2017,1
NO2,34.0,1,Italy,traffic,Firenze,12/05/2017,1
NO2,26.5,1,Italy,traffic,Firenze,13/05/2017,1
NO2,19.4,1,Italy,traffic,Firenze,14/05/2017,1
NO2,34.2,1,Italy,traffic,Firenze,15/05/2017,1
NO2,39.1,1,Italy,traffic,Firenze,16/05/2017,1
NO2,38.0,1,Italy,traffic,Firenze,17/05/2017,1
NO2,38.0,1,Italy,traffic,Firenze,18/05/2017,1
NO2,31.4,1,Italy,traffic,Firenze,19/05/2017,1
NO2,21.5,1,Italy,traffic,Firenze,20/05/2017,1
NO2,26.1,1,Italy,traffic,Firenze,21/05/2017,1
NO2,28.3,1,Italy,traffic,Firenze,22/05/2017,1
NO2,35.8,1,Italy,traffic,Firenze,23/05/2017,1
NO2,37.8,1,Italy,traffic,Firenze,25/05/2017,1
NO2,32.8,1,Italy,traffic,Firenze,26/05/2017,1
NO2,33.2,1,Italy,traffic,Firenze,27/05/2017,1
NO2,29.3,1,Italy,traffic,Firenze,28/05/2017,1
NO2,31.3,1,Italy,traffic,Firenze,29/05/2017,1
NO2,34.0,1,Italy,traffic,Firenze,30/05/2017,1
NO2,34.5,1,Italy,traffic,Firenze,31/05/2017,1
NO2,30.3,1,Italy,traffic,Firenze,01/02/2018,1
NO2,51.1,1,Italy,traffic,Firenze,02/02/2018,1
NO2,38.0,1,Italy,traffic,Firenze,03/02/2018,1
NO2,47.0,1,Italy,traffic,Firenze,04/02/2018,1
NO2,51.0,1,Italy,traffic,Firenze,05/02/2018,1
NO2,46.0,1,Italy,traffic,Firenze,06/02/2018,1
NO2,63.9,1,Italy,traffic,Firenze,07/02/2018,1
NO2,51.5,1,Italy,traffic,Firenze,08/02/2018,1
NO2,53.9,1,Italy,traffic,Firenze,09/02/2018,1
NO2,41.4,1,Italy,traffic,Firenze,10/02/2018,1
NO2,47.5,1,Italy,traffic,Firenze,11/02/2018,1
NO2,51.6,1,Italy,traffic,Firenze,12/02/2018,1
NO2,36.6,1,Italy,traffic,Firenze,13/02/2018,1
NO2,50.7,1,Italy,traffic,Firenze,14/02/2018,1
NO2,63.2,1,Italy,traffic,Firenze,15/02/2018,1
NO2,84.2,1,Italy,traffic,Firenze,16/02/2018,1
NO2,74.9,1,Italy,traffic,Firenze,17/02/2018,1
NO2,32.2,1,Italy,traffic,Firenze,18/02/2018,1
NO2,29.0,1,Italy,traffic,Firenze,19/02/2018,1
NO2,32.5,1,Italy,traffic,Firenze,20/02/2018,1
NO2,28.2,1,Italy,traffic,Firenze,21/02/2018,1
NO2,25.0,1,Italy,traffic,Firenze,22/02/2018,1
NO2,23.6,1,Italy,traffic,Firenze,23/02/2018,1
NO2,19.7,1,Italy,traffic,Firenze,24/02/2018,1
NO2,15.0,1,Italy,traffic,Firenze,25/02/2018,1
NO2,25.0,1,Italy,traffic,Firenze,26/02/2018,1
NO2,31.4,1,Italy,traffic,Firenze,27/02/2018,1
NO2,46.5,1,Italy,traffic,Firenze,28/02/2018,1
NO2,47.3,1,Italy,traffic,Firenze,01/03/2018,1
NO2,81.6,1,Italy,traffic,Firenze,02/03/2018,1
NO2,70.6,1,Italy,traffic,Firenze,03/03/2018,1
NO2,55.6,1,Italy,traffic,Firenze,04/03/2018,1
NO2,49.0,1,Italy,traffic,Firenze,05/03/2018,1
NO2,53.6,1,Italy,traffic,Firenze,06/03/2018,1
NO2,45.0,1,Italy,traffic,Firenze,07/03/2018,1
NO2,50.2,1,Italy,traffic,Firenze,08/03/2018,1
NO2,53.5,1,Italy,traffic,Firenze,09/03/2018,1
NO2,44.4,1,Italy,traffic,Firenze,11/03/2018,1
NO2,45.2,1,Italy,traffic,Firenze,14/03/2018,1
NO2,55.0,1,Italy,traffic,Firenze,15/03/2018,1
NO2,51.0,1,Italy,traffic,Firenze,16/03/2018,1
NO2,38.0,1,Italy,traffic,Firenze,17/03/2018,1
NO2,35.0,1,Italy,traffic,Firenze,18/03/2018,1
NO2,46.0,1,Italy,traffic,Firenze,19/03/2018,1
NO2,19.3,1,Italy,traffic,Firenze,21/03/2018,1
NO2,27.3,1,Italy,traffic,Firenze,22/03/2018,1
NO2,49.0,1,Italy,traffic,Firenze,23/03/2018,1
NO2,40.6,1,Italy,traffic,Firenze,24/03/2018,1
NO2,26.3,1,Italy,traffic,Firenze,25/03/2018,1
NO2,47.6,1,Italy,traffic,Firenze,26/03/2018,1
NO2,48.0,1,Italy,traffic,Firenze,27/03/2018,1
NO2,45.1,1,Italy,traffic,Firenze,28/03/2018,1
NO2,35.8,1,Italy,traffic,Firenze,29/03/2018,1
NO2,23.2,1,Italy,traffic,Firenze,30/03/2018,1
NO2,20.5,1,Italy,traffic,Firenze,31/03/2018,1
NO2,21.2,1,Italy,traffic,Firenze,01/04/2018,1
NO2,21.1,1,Italy,traffic,Firenze,02/04/2018,1
NO2,40.5,1,Italy,traffic,Firenze,03/04/2018,1
NO2,38.4,1,Italy,traffic,Firenze,05/04/2018,1
NO2,48.4,1,Italy,traffic,Firenze,06/04/2018,1
NO2,37.5,1,Italy,traffic,Firenze,07/04/2018,1
NO2,31.5,1,Italy,traffic,Firenze,08/04/2018,1
NO2,42.8,1,Italy,traffic,Firenze,09/04/2018,1
NO2,34.1,1,Italy,traffic,Firenze,10/04/2018,1
NO2,59.8,1,Italy,traffic,Firenze,11/04/2018,1
NO2,58.7,1,Italy,traffic,Firenze,12/04/2018,1
NO2,47.4,1,Italy,traffic,Firenze,13/04/2018,1
NO2,30.1,1,Italy,traffic,Firenze,14/04/2018,1
NO2,24.7,1,Italy,traffic,Firenze,15/04/2018,1
NO2,18.4,1,Italy,background,Terni,27/05/2019,1
NO2,15.0,1,Italy,background,Terni,28/05/2019,1
NO2,9.9,1,Italy,background,Terni,29/05/2019,1
NO2,9.3,1,Italy,background,Terni,31/05/2019,1
NO2,18.3,1,Italy,background,Terni,19/03/2016,1
NO2,14.9,1,Italy,background,Terni,20/03/2016,1
NO2,28.6,1,Italy,background,Terni,21/03/2016,1
NO2,5.6,1,Italy,background,Terni,26/02/2018,1
NO2,6.4,1,Italy,background,Terni,23/03/2018,1
NO2,14.2,1,Italy,background,Terni,17/04/2018,1
NO2,11.5,1,Italy,background,Terni,12/05/2018,1
NO2,19.0,1,Italy,background,Terni,11/02/2019,1
NO2,19.2,1,Italy,background,Terni,08/03/2019,1
NO2,13.9,1,Italy,background,Terni,14/04/2019,1
NO2,18.3,1,Italy,background,Terni,26/04/2019,1
NO2,15.0,1,Italy,background,Terni,21/05/2019,1
NO2,32.8,1,Italy,background,Livorno,04/04/2017,1
NO2,7.8,1,Italy,background,Livorno,30/05/2017,1
NO2,21.0,1,Italy,background,Livorno,14/02/2018,1
NO2,13.5,1,Italy,background,Livorno,07/05/2019,1
NO2,10.5,1,Italy,background,Livorno,14/04/2016,1
NO2,20.5,1,Italy,background,Livorno,21/02/2019,1
NO2,17.5,1,Italy,background,Livorno,23/02/2017,1
NO2,5.6,1,Italy,background,Livorno,04/05/2019,1
NO2,12.3,1,Italy,background,Livorno,17/05/2016,1
NO2,12.4,1,Italy,background,Livorno,04/05/2017,1
NO2,16.1,1,Italy,background,Livorno,08/03/2018,1
NO2,35.9,1,Italy,background,Livorno,26/02/2019,1
NO2,11.2,1,Italy,background,Livorno,15/04/2016,1
NO2,13.9,1,Italy,background,Livorno,19/04/2017,1
NO2,14.5,1,Italy,background,Livorno,19/02/2018,1
NO2,14.0,1,Italy,background,Livorno,06/03/2018,1
NO2,10.2,1,Italy,background,Livorno,17/05/2018,1
NO2,25.2,1,Italy,background,Livorno,04/02/2019,1
NO2,11.8,1,Italy,background,Livorno,04/03/2019,1
NO2,9.5,1,Italy,background,Livorno,14/05/2019,1
NO2,23.8,1,Italy,background,Livorno,01/02/2016,1
NO2,14.8,1,Italy,background,Livorno,02/02/2016,1
NO2,12.0,1,Italy,background,Livorno,03/02/2016,1
NO2,16.6,1,Italy,background,Livorno,04/02/2016,1
NO2,25.7,1,Italy,background,Livorno,05/02/2016,1
NO2,19.9,1,Italy,background,Livorno,06/02/2016,1
NO2,5.4,1,Italy,background,Livorno,07/02/2016,1
NO2,8.6,1,Italy,background,Livorno,08/02/2016,1
NO2,7.0,1,Italy,background,Livorno,09/02/2016,1
NO2,4.0,1,Italy,background,Livorno,10/02/2016,1
NO2,15.9,1,Italy,background,Livorno,11/02/2016,1
NO2,11.0,1,Italy,background,Livorno,12/02/2016,1
NO2,14.1,1,Italy,background,Livorno,13/02/2016,1
NO2,8.4,1,Italy,background,Livorno,14/02/2016,1
NO2,21.9,1,Italy,background,Livorno,15/02/2016,1
NO2,14.6,1,Italy,background,Livorno,16/02/2016,1
NO2,21.8,1,Italy,background,Livorno,18/02/2016,1
NO2,8.8,1,Italy,background,Livorno,19/02/2016,1
NO2,17.8,1,Italy,background,Livorno,20/02/2016,1
NO2,20.3,1,Italy,background,Livorno,21/02/2016,1
NO2,20.3,1,Italy,background,Livorno,22/02/2016,1
NO2,11.6,1,Italy,background,Livorno,23/02/2016,1
NO2,11.1,1,Italy,background,Livorno,24/02/2016,1
NO2,25.0,1,Italy,background,Livorno,25/02/2016,1
NO2,20.7,1,Italy,background,Livorno,26/02/2016,1
NO2,14.4,1,Italy,background,Livorno,27/02/2016,1
NO2,14.6,1,Italy,background,Livorno,28/02/2016,1
NO2,21.3,1,Italy,background,Livorno,29/02/2016,1
NO2,28.0,1,Italy,background,Livorno,01/03/2016,1
NO2,17.6,1,Italy,background,Livorno,02/03/2016,1
NO2,10.2,1,Italy,background,Livorno,03/03/2016,1
NO2,15.8,1,Italy,background,Livorno,04/03/2016,1
NO2,5.7,1,Italy,background,Livorno,05/03/2016,1
NO2,7.5,1,Italy,background,Livorno,06/03/2016,1
NO2,12.4,1,Italy,background,Livorno,07/03/2016,1
NO2,21.8,1,Italy,background,Livorno,08/03/2016,1
NO2,19.6,1,Italy,background,Livorno,09/03/2016,1
NO2,17.7,1,Italy,background,Livorno,10/03/2016,1
NO2,14.6,1,Italy,background,Livorno,11/03/2016,1
NO2,11.5,1,Italy,background,Livorno,12/03/2016,1
NO2,9.1,1,Italy,background,Livorno,13/03/2016,1
NO2,12.7,1,Italy,background,Livorno,14/03/2016,1
NO2,20.0,1,Italy,background,Livorno,15/03/2016,1
NO2,14.2,1,Italy,background,Livorno,16/03/2016,1
NO2,12.4,1,Italy,background,Livorno,17/03/2016,1
NO2,20.7,1,Italy,background,Livorno,18/03/2016,1
NO2,19.1,1,Italy,background,Livorno,19/03/2016,1
NO2,12.3,1,Italy,background,Livorno,20/03/2016,1
NO2,19.6,1,Italy,background,Livorno,21/03/2016,1
NO2,9.6,1,Italy,background,Livorno,22/03/2016,1
NO2,10.1,1,Italy,background,Livorno,23/03/2016,1
NO2,19.7,1,Italy,background,Livorno,24/03/2016,1
NO2,21.0,1,Italy,background,Livorno,25/03/2016,1
NO2,22.5,1,Italy,background,Livorno,26/03/2016,1
NO2,12.0,1,Italy,background,Livorno,27/03/2016,1
NO2,12.8,1,Italy,background,Livorno,28/03/2016,1
NO2,13.0,1,Italy,background,Livorno,29/03/2016,1
NO2,8.3,1,Italy,background,Livorno,30/03/2016,1
NO2,12.5,1,Italy,background,Livorno,31/03/2016,1
NO2,17.8,1,Italy,background,Livorno,01/04/2016,1
NO2,17.4,1,Italy,background,Livorno,02/04/2016,1
NO2,18.7,1,Italy,background,Livorno,03/04/2016,1
NO2,13.3,1,Italy,background,Livorno,04/04/2016,1
NO2,12.0,1,Italy,background,Livorno,05/04/2016,1
NO2,23.9,1,Italy,background,Livorno,06/04/2016,1
NO2,26.2,1,Italy,background,Livorno,07/04/2016,1
NO2,14.0,1,Italy,background,Livorno,08/04/2016,1
NO2,12.2,1,Italy,background,Livorno,09/04/2016,1
NO2,11.9,1,Italy,background,Livorno,10/04/2016,1
NO2,11.1,1,Italy,background,Livorno,11/04/2016,1
NO2,7.3,1,Italy,background,Livorno,12/04/2016,1
NO2,5.8,1,Italy,background,Livorno,16/04/2016,1
NO2,5.1,1,Italy,background,Livorno,17/04/2016,1
NO2,8.0,1,Italy,background,Livorno,18/04/2016,1
NO2,12.8,1,Italy,background,Livorno,19/04/2016,1
NO2,18.9,1,Italy,background,Livorno,20/04/2016,1
NO2,12.3,1,Italy,background,Livorno,21/04/2016,1
NO2,12.7,1,Italy,background,Livorno,22/04/2016,1
NO2,7.8,1,Italy,background,Livorno,23/04/2016,1
NO2,9.5,1,Italy,background,Livorno,24/04/2016,1
NO2,7.6,1,Italy,background,Livorno,25/04/2016,1
NO2,8.1,1,Italy,background,Livorno,26/04/2016,1
NO2,6.2,1,Italy,background,Livorno,27/04/2016,1
NO2,19.3,1,Italy,background,Livorno,28/04/2016,1
NO2,19.3,1,Italy,background,Livorno,29/04/2016,1
NO2,15.0,1,Italy,background,Livorno,30/04/2016,1
NO2,7.6,1,Italy,background,Livorno,01/05/2016,1
NO2,24.0,1,Italy,background,Livorno,02/05/2016,1
NO2,17.7,1,Italy,background,Livorno,03/05/2016,1
NO2,20.7,1,Italy,background,Livorno,04/05/2016,1
NO2,24.3,1,Italy,background,Livorno,05/05/2016,1
NO2,14.6,1,Italy,background,Livorno,06/05/2016,1
NO2,18.8,1,Italy,background,Livorno,07/05/2016,1
NO2,16.8,1,Italy,background,Livorno,08/05/2016,1
NO2,14.5,1,Italy,background,Livorno,09/05/2016,1
NO2,8.1,1,Italy,background,Livorno,10/05/2016,1
NO2,11.3,1,Italy,background,Livorno,11/05/2016,1
NO2,6.5,1,Italy,background,Livorno,12/05/2016,1
NO2,8.0,1,Italy,background,Livorno,13/05/2016,1
NO2,12.0,1,Italy,background,Livorno,14/05/2016,1
NO2,7.8,1,Italy,background,Livorno,15/05/2016,1
NO2,11.6,1,Italy,background,Livorno,16/05/2016,1
NO2,14.0,1,Italy,background,Livorno,18/05/2016,1
NO2,10.7,1,Italy,background,Livorno,19/05/2016,1
NO2,18.7,1,Italy,background,Livorno,20/05/2016,1
NO2,19.4,1,Italy,background,Livorno,21/05/2016,1
NO2,15.4,1,Italy,background,Livorno,22/05/2016,1
NO2,7.7,1,Italy,background,Livorno,23/05/2016,1
NO2,6.5,1,Italy,background,Livorno,24/05/2016,1
NO2,9.4,1,Italy,background,Livorno,25/05/2016,1
NO2,11.3,1,Italy,background,Livorno,26/05/2016,1
NO2,14.5,1,Italy,background,Livorno,27/05/2016,1
NO2,17.8,1,Italy,background,Livorno,28/05/2016,1
NO2,10.1,1,Italy,background,Livorno,29/05/2016,1
NO2,7.5,1,Italy,background,Livorno,30/05/2016,1
NO2,7.9,1,Italy,background,Livorno,31/05/2016,1
NO2,16.0,1,Italy,background,Livorno,01/02/2017,1
NO2,8.3,1,Italy,background,Livorno,02/02/2017,1
NO2,14.0,1,Italy,background,Livorno,03/02/2017,1
NO2,11.0,1,Italy,background,Livorno,04/02/2017,1
NO2,11.8,1,Italy,background,Livorno,05/02/2017,1
NO2,30.7,1,Italy,background,Livorno,06/02/2017,1
NO2,23.5,1,Italy,background,Livorno,07/02/2017,1
NO2,17.9,1,Italy,background,Livorno,08/02/2017,1
NO2,12.1,1,Italy,background,Livorno,09/02/2017,1
NO2,18.8,1,Italy,background,Livorno,10/02/2017,1
NO2,25.8,1,Italy,background,Livorno,11/02/2017,1
NO2,19.9,1,Italy,background,Livorno,12/02/2017,1
NO2,25.9,1,Italy,background,Livorno,13/02/2017,1
NO2,22.9,1,Italy,background,Livorno,14/02/2017,1
NO2,31.4,1,Italy,background,Livorno,15/02/2017,1
NO2,21.1,1,Italy,background,Livorno,16/02/2017,1
NO2,12.7,1,Italy,background,Livorno,17/02/2017,1
NO2,23.7,1,Italy,background,Livorno,18/02/2017,1
NO2,26.8,1,Italy,background,Livorno,19/02/2017,1
NO2,27.6,1,Italy,background,Livorno,20/02/2017,1
NO2,23.9,1,Italy,background,Livorno,21/02/2017,1
NO2,20.8,1,Italy,background,Livorno,22/02/2017,1
NO2,9.0,1,Italy,background,Livorno,24/02/2017,1
NO2,8.1,1,Italy,background,Livorno,25/02/2017,1
NO2,22.7,1,Italy,background,Livorno,26/02/2017,1
NO2,23.5,1,Italy,background,Livorno,27/02/2017,1
NO2,7.7,1,Italy,background,Livorno,28/02/2017,1
NO2,6.1,1,Italy,background,Livorno,01/03/2017,1
NO2,12.4,1,Italy,background,Livorno,02/03/2017,1
NO2,17.6,1,Italy,background,Livorno,03/03/2017,1
NO2,8.3,1,Italy,background,Livorno,04/03/2017,1
NO2,7.4,1,Italy,background,Livorno,05/03/2017,1
NO2,8.8,1,Italy,background,Livorno,06/03/2017,1
NO2,26.3,1,Italy,background,Livorno,07/03/2017,1
NO2,30.0,1,Italy,background,Livorno,08/03/2017,1
NO2,30.3,1,Italy,background,Livorno,09/03/2017,1
NO2,30.4,1,Italy,background,Livorno,10/03/2017,1
NO2,16.0,1,Italy,background,Livorno,11/03/2017,1
NO2,23.3,1,Italy,background,Livorno,12/03/2017,1
NO2,23.0,1,Italy,background,Livorno,13/03/2017,1
NO2,26.7,1,Italy,background,Livorno,14/03/2017,1
NO2,39.8,1,Italy,background,Livorno,15/03/2017,1
NO2,35.0,1,Italy,background,Livorno,16/03/2017,1
NO2,20.7,1,Italy,background,Livorno,17/03/2017,1
NO2,17.9,1,Italy,background,Livorno,18/03/2017,1
NO2,19.2,1,Italy,background,Livorno,19/03/2017,1
NO2,16.0,1,Italy,background,Livorno,20/03/2017,1
NO2,18.7,1,Italy,background,Livorno,21/03/2017,1
NO2,18.2,1,Italy,background,Livorno,22/03/2017,1
NO2,8.7,1,Italy,background,Livorno,23/03/2017,1
NO2,19.3,1,Italy,background,Livorno,24/03/2017,1
NO2,14.5,1,Italy,background,Livorno,25/03/2017,1
NO2,11.7,1,Italy,background,Livorno,26/03/2017,1
NO2,12.3,1,Italy,background,Livorno,27/03/2017,1
NO2,21.3,1,Italy,background,Livorno,28/03/2017,1
NO2,23.4,1,Italy,background,Livorno,29/03/2017,1
NO2,27.8,1,Italy,background,Livorno,30/03/2017,1
NO2,19.5,1,Italy,background,Livorno,31/03/2017,1
NO2,18.8,1,Italy,background,Livorno,01/04/2017,1
NO2,15.3,1,Italy,background,Livorno,02/04/2017,1
NO2,19.0,1,Italy,background,Livorno,05/04/2017,1
NO2,17.0,1,Italy,background,Livorno,06/04/2017,1
NO2,21.4,1,Italy,background,Livorno,07/04/2017,1
NO2,21.3,1,Italy,background,Livorno,08/04/2017,1
NO2,14.9,1,Italy,background,Livorno,09/04/2017,1
NO2,13.5,1,Italy,background,Livorno,10/04/2017,1
NO2,12.9,1,Italy,background,Livorno,11/04/2017,1
NO2,15.3,1,Italy,background,Livorno,12/04/2017,1
NO2,11.7,1,Italy,background,Livorno,13/04/2017,1
NO2,16.9,1,Italy,background,Livorno,14/04/2017,1
NO2,11.7,1,Italy,background,Livorno,15/04/2017,1
NO2,9.9,1,Italy,background,Livorno,16/04/2017,1
NO2,9.5,1,Italy,background,Livorno,17/04/2017,1
NO2,13.0,1,Italy,background,Livorno,18/04/2017,1
NO2,15.3,1,Italy,background,Livorno,20/04/2017,1
NO2,20.3,1,Italy,background,Livorno,21/04/2017,1
NO2,10.6,1,Italy,background,Livorno,22/04/2017,1
NO2,10.3,1,Italy,background,Livorno,23/04/2017,1
NO2,11.5,1,Italy,background,Livorno,24/04/2017,1
NO2,5.0,1,Italy,background,Livorno,25/04/2017,1
NO2,6.1,1,Italy,background,Livorno,26/04/2017,1
NO2,13.3,1,Italy,background,Livorno,27/04/2017,1
NO2,9.9,1,Italy,background,Livorno,28/04/2017,1
NO2,19.0,1,Italy,background,Livorno,29/04/2017,1
NO2,15.1,1,Italy,background,Livorno,30/04/2017,1
NO2,7.9,1,Italy,background,Livorno,01/05/2017,1
NO2,8.9,1,Italy,background,Livorno,02/05/2017,1
NO2,10.0,1,Italy,background,Livorno,03/05/2017,1
NO2,15.8,1,Italy,background,Livorno,05/05/2017,1
NO2,16.8,1,Italy,background,Livorno,06/05/2017,1
NO2,8.0,1,Italy,background,Livorno,07/05/2017,1
NO2,28.9,1,Italy,background,Livorno,08/05/2017,1
NO2,18.7,1,Italy,background,Livorno,09/05/2017,1
NO2,10.8,1,Italy,background,Livorno,10/05/2017,1
NO2,11.0,1,Italy,background,Livorno,11/05/2017,1
NO2,19.8,1,Italy,background,Livorno,12/05/2017,1
NO2,12.1,1,Italy,background,Livorno,13/05/2017,1
NO2,8.4,1,Italy,background,Livorno,14/05/2017,1
NO2,20.5,1,Italy,background,Livorno,15/05/2017,1
NO2,21.8,1,Italy,background,Livorno,16/05/2017,1
NO2,23.6,1,Italy,background,Livorno,17/05/2017,1
NO2,10.6,1,Italy,background,Livorno,18/05/2017,1
NO2,9.8,1,Italy,background,Livorno,19/05/2017,1
NO2,5.6,1,Italy,background,Livorno,20/05/2017,1
NO2,12.4,1,Italy,background,Livorno,21/05/2017,1
NO2,14.2,1,Italy,background,Livorno,22/05/2017,1
NO2,20.1,1,Italy,background,Livorno,23/05/2017,1
NO2,16.5,1,Italy,background,Livorno,24/05/2017,1
NO2,16.7,1,Italy,background,Livorno,25/05/2017,1
NO2,18.4,1,Italy,background,Livorno,26/05/2017,1
NO2,15.1,1,Italy,background,Livorno,27/05/2017,1
NO2,15.9,1,Italy,background,Livorno,28/05/2017,1
NO2,12.9,1,Italy,background,Livorno,29/05/2017,1
NO2,8.7,1,Italy,background,Livorno,31/05/2017,1
NO2,7.7,1,Italy,background,Livorno,01/02/2018,1
NO2,26.6,1,Italy,background,Livorno,02/02/2018,1
NO2,22.6,1,Italy,background,Livorno,03/02/2018,1
NO2,20.5,1,Italy,background,Livorno,04/02/2018,1
NO2,24.7,1,Italy,background,Livorno,05/02/2018,1
NO2,16.5,1,Italy,background,Livorno,06/02/2018,1
NO2,25.7,1,Italy,background,Livorno,07/02/2018,1
NO2,8.7,1,Italy,background,Livorno,08/02/2018,1
NO2,29.7,1,Italy,background,Livorno,09/02/2018,1
NO2,25.1,1,Italy,background,Livorno,10/02/2018,1
NO2,20.6,1,Italy,background,Livorno,11/02/2018,1
NO2,21.0,1,Italy,background,Livorno,12/02/2018,1
NO2,19.6,1,Italy,background,Livorno,13/02/2018,1
NO2,26.4,1,Italy,background,Livorno,15/02/2018,1
NO2,42.2,1,Italy,background,Livorno,16/02/2018,1
NO2,29.1,1,Italy,background,Livorno,17/02/2018,1
NO2,13.3,1,Italy,background,Livorno,18/02/2018,1
NO2,15.1,1,Italy,background,Livorno,20/02/2018,1
NO2,14.4,1,Italy,background,Livorno,21/02/2018,1
NO2,13.4,1,Italy,background,Livorno,22/02/2018,1
NO2,13.3,1,Italy,background,Livorno,23/02/2018,1
NO2,9.9,1,Italy,background,Livorno,24/02/2018,1
NO2,6.0,1,Italy,background,Livorno,25/02/2018,1
NO2,11.1,1,Italy,background,Livorno,26/02/2018,1
NO2,15.7,1,Italy,background,Livorno,27/02/2018,1
NO2,14.9,1,Italy,background,Livorno,28/02/2018,1
NO2,13.0,1,Italy,background,Livorno,01/03/2018,1
NO2,21.6,1,Italy,background,Livorno,02/03/2018,1
NO2,19.0,1,Italy,background,Livorno,03/03/2018,1
NO2,21.5,1,Italy,background,Livorno,04/03/2018,1
NO2,15.8,1,Italy,background,Livorno,05/03/2018,1
NO2,5.5,1,Italy,background,Livorno,07/03/2018,1
